年月日,空知,石狩,後志,胆振,日高,渡島,檜山,上川,留萌,宗谷,オホーツク,十勝,釧路,根室,道外他,非公表,重複削除,日計,ここから右は北海道発表分のみ,年月日再掲,空知.道.,石狩.道.,後志.道.,胆振.道.,日高.道.,渡島.道.,檜山.道.,上川.道.,留萌.道.,宗谷.道.,オホーツク.道.,十勝.道.,釧路.道.,根室.道.,道外他.道.,日計.道.,備考
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"",2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"",2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-21,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,"",2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-22,0,2,0,2,0,3,0,1,0,0,1,0,0,1,0,0,0,10,"",2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-23,0,1,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,8,"",2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-24,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,"",2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-25,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,5,"",2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-26,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,4,"",2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-27,1,2,0,0,0,2,2,2,0,0,3,1,2,0,0,0,0,15,"",2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-28,1,4,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,12,"",2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-02-29,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-01,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"",2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-02,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,"",2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-03,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"",2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-04,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,"",2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-06,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,"",2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-07,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,"",2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-08,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"",2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-09,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"",2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"",2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-11,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,"",2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-12,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"",2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-13,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,"",2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"",2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-15,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,"",2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-16,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,"",2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"",2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-19,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"",2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"",2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-22,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"",2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,"",2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-28,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"",2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,"",2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-03-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-01,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,5,"",2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-02,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,"",2020-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-03,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,"",2020-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-04,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"",2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-07,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-08,0,6,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,10,"",2020-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-09,0,15,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,18,"",2020-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-10,0,10,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,13,"",2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-11,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,16,"",2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"",2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-14,0,10,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,18,"",2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-15,2,16,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,23,"",2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-16,1,12,1,0,0,0,0,3,0,0,0,0,5,1,0,0,0,23,"",2020-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-17,2,26,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,33,"",2020-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-18,0,30,0,1,0,1,0,1,0,1,3,1,0,0,0,0,0,38,"",2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-19,0,19,1,2,0,1,0,0,0,0,2,0,0,0,0,2,0,27,"",2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-20,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,17,"",2020-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-21,0,17,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,22,"",2020-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-22,1,16,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,22,"",2020-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-23,0,42,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,45,"",2020-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-24,1,17,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,"",2020-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-25,0,32,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,39,"",2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-26,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,"",2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-27,0,29,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,35,"",2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-28,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38,"",2020-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-29,1,32,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,38,"",2020-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-04-30,1,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"",2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-01,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,"",2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-02,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"",2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-03,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,"",2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-04,0,28,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,"",2020-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-05,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"",2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-06,0,18,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,"",2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-07,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"",2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-08,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"",2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-09,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,11,"",2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,"",2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,"",2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-12,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,13,"",2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,"",2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-15,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,10,"",2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-16,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,"",2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-17,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,"",2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-19,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"",2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-22,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,"",2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-23,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,"",2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-24,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,"",2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"",2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-26,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"",2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,"",2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,"",2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"",2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-05-31,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"",2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,"",2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-02,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"",2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-03,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"",2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-04,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"",2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-05,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-06,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,"",2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-07,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-08,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-09,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,"",2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,"",2020-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-12,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"",2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-13,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"",2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"",2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-15,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"",2020-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"",2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"",2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"",2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"",2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"",2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"",2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-24,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"",2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"",2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-26,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-28,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"",2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-29,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"",2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-06-30,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,"",2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-01,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,"",2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-02,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,"",2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-08,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,"",2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-10,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,"",2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"",2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"",2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"",2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,"",2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,"",2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-16,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6,"",2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-17,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"",2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-18,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,"",2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-19,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,"",2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"",2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-21,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,"",2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"",2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-23,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,"",2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"",2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"",2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"",2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-29,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"",2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-30,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,"",2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-07-31,0,12,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,15,"",2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
2020-08-01,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,18,"",2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
