県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日),週間ラグ平均,週間ラグ平均(経路不明)
鹿児島県,2020/4/11,584,4,1,0.005050505,0,0,0,31,0,0,0,N/A,N/A
沖縄県,2020/4/11,791,56,40,0.117647059,5,8,0.088235294,54,9,6,0,5.95,6.5
北海道,2020/4/12,3195,267,153,0.095300261,1,12,0.046997389,147,16,7,0,8.262295082,7.25
青森県,2020/4/12,392,22,5,0.065868263,0,0,0.011976048,14,0,0,0,8.666666667,8
岩手県,2020/4/12,155,0,0,0,0,0,0,3,0,0,0,N/A,N/A
宮城県,2020/4/12,816,51,28,0.082352941,1,6,0.055882353,30,3,1,0,6.296296296,6.789473684
秋田県,2020/4/12,534,15,8,0.028985507,0,0,0.014492754,22,0,0,0,5.5,5.5
山形県,2020/4/12,928,38,7,0.050607287,1,5,0.006072874,36,3,0,0,5.45,7.333333333
福島県,2020/4/12,701,38,15,0.058981233,0,1,0.024128686,29,4,3,0,6.45,7
茨城県,2020/4/12,2222,109,30,0.063291139,0,6,0.019690577,30,0,0,0,5.967741935,8.181818182
栃木県,2020/4/12,1082,35,17,0.055727554,0,0,0.034055728,38,1,1,0,6.222222222,6.909090909
群馬県,2020/4/12,1703,90,15,0.186588921,0,11,0.026239067,30,2,1,0,6.315789474,5.444444444
埼玉県,2020/4/12,2994,418,224,0.213358071,16,40,0.131725417,124,24,10,0,7.040358744,7.914285714
千葉県,2020/4/12,3363,471,219,0.190832554,28,35,0.130963517,196,19,19,0,7.670157068,7.963768116
東京都,2020/4/12,11580,2066,1245,0.229624695,64,166,0.155896069,385,102,59,4,N/A,N/A
神奈川県,2020/4/12,4646,545,318,0.203045685,18,31,0.132704859,170,15,12,0,8.134883721,8.202797203
新潟県,2020/4/12,1667,42,12,0.019662921,0,0,0.014044944,24,1,0,0,4.333333333,5
富山県,2020/4/12,845,44,15,0.073275862,1,14,0.025862069,69,5,1,0,6.64,6.9
石川県,2020/4/12,703,113,75,0.210843373,5,9,0.144578313,65,2,1,0,6.510204082,6.255319149
福井県,2020/4/12,710,88,18,0.092838196,1,2,0.01061008,195,1,1,0,6.709677419,5.25
山梨県,2020/4/12,1157,35,17,0.051470588,1,2,0.022058824,23,1,1,0,5.142857143,3.333333333
長野県,2020/4/12,1068,29,14,0.051204819,1,1,0.024096386,49,3,1,0,6.5,7.571428571
岐阜県,2020/4/12,1436,112,36,0.117647059,2,6,0.041394336,79,0,0,0,5.971428571,5.928571429
静岡県,2020/4/12,1592,41,19,0.0591133,2,2,0.027093596,9,0,0,0,6.421052632,7.2
愛知県,2020/4/12,4454,331,91,0.099420849,2,5,0.043436293,155,6,3,0,4.829787234,7.162790698
三重県,2020/4/12,994,17,8,0.016528926,0,0,0.012396694,39,2,1,0,6.25,6
滋賀県,2020/4/12,541,38,12,0.093896714,0,0,0.046948357,27,4,1,0,7.055555556,7.2
京都府,2020/4/12,2267,193,70,0.109854604,5,12,0.048465267,86,9,4,0,6.846153846,7.724137931
大阪府,2020/4/12,4987,811,488,0.230681168,25,45,0.172295363,200,21,15,0,7.143243243,7.352112676
兵庫県,2020/4/12,4250,375,181,0.143812709,9,17,0.096989967,100,16,5,0,7.32,7.763636364
奈良県,2020/4/12,751,41,16,0.071428571,2,2,0.044642857,33,1,0,0,7.733333333,7.2
和歌山県,2020/4/12,2092,39,12,0.035714286,1,1,0.011904762,37,0,0,0,5.2,6.6
鳥取県,2020/4/12,363,1,1,0.007936508,0,0,0.007936508,14,0,0,0,3,3
島根県,2020/4/12,364,7,1,0.035353535,0,1,0.005050505,77,0,0,0,13,21
岡山県,2020/4/12,669,15,8,0.021052632,0,0,0.015789474,9,0,0,0,8.666666667,8.666666667
広島県,2020/4/12,2181,62,21,0.056763285,1,6,0.013285024,118,6,0,0,6.64,7.454545455
山口県,2020/4/12,632,23,6,0.052884615,2,4,0.014423077,25,0,0,0,2.2,2.333333333
徳島県,2020/4/12,245,3,0,0,0,0,0,0,0,0,0,N/A,N/A
香川県,2020/4/12,539,8,6,0.035294118,3,4,0.029411765,17,1,1,0,4.8,4.8
愛媛県,2020/4/12,631,30,15,0.042253521,0,0,0.018779343,30,0,0,0,5.8,6.75
高知県,2020/4/12,912,60,27,0.074792244,3,6,0.03601108,21,0,0,0,7.423076923,8
福岡県,2020/4/12,5069,362,168,0.07535795,9,30,0.038432555,224,15,7,0,6.700636943,7.380434783
佐賀県,2020/4/12,405,13,7,0.026041667,0,0,0.015625,23,1,1,0,5.5,7
長崎県,2020/4/12,1106,14,7,0.004366812,0,0,0.002183406,10,0,0,0,5,9
熊本県,2020/4/12,1877,27,11,0.015317287,1,2,0.010940919,55,1,0,0,3.857142857,4.6
大分県,2020/4/12,2172,42,8,0.030395137,0,0,0.009118541,16,4,3,0,3.285714286,4.666666667
宮崎県,2020/4/12,703,17,7,0.025179856,0,0,0.007194245,43,0,0,0,7,7
鹿児島県,2020/4/12,614,4,1,0.004807692,0,0,0,30,2,1,0,N/A,N/A
沖縄県,2020/4/12,816,65,47,0.146268657,7,9,0.110447761,25,2,2,0,6.163265306,6.621621622
北海道,2020/4/13,3257,272,157,0.095823096,4,5,0.049140049,62,28,8,0,8.6,7.820512821
青森県,2020/4/13,418,22,5,0.065088757,0,0,0.01183432,26,0,0,0,8.666666667,8
岩手県,2020/4/13,170,0,0,0,0,0,0,15,0,0,0,N/A,N/A
宮城県,2020/4/13,852,54,29,0.077994429,1,3,0.04735376,36,1,1,0,6.111111111,6.764705882
秋田県,2020/4/13,555,15,8,0.029411765,0,0,0.014705882,21,0,0,0,5.5,5.5
山形県,2020/4/13,989,39,7,0.043290043,0,1,0.006493506,61,2,0,0,5.6875,7.333333333
福島県,2020/4/13,706,38,15,0.061111111,0,0,0.025,5,1,0,0,6.45,7
茨城県,2020/4/13,2258,110,30,0.062300319,0,1,0.020766773,36,3,2,0,6.48,8.7
栃木県,2020/4/13,1121,36,17,0.058282209,0,1,0.033742331,39,0,0,0,6.052631579,6.909090909
群馬県,2020/4/13,1737,90,15,0.18879056,0,0,0.026548673,34,2,1,0,6.315789474,5.444444444
埼玉県,2020/4/13,3315,433,230,0.18872549,6,15,0.114379085,321,22,11,0,7.053811659,8.02173913
千葉県,2020/4/13,3558,490,232,0.184724689,13,19,0.128774423,195,13,8,0,7.744897959,7.881118881
東京都,2020/4/13,12754,2157,1321,0.200654728,76,91,0.135759676,1174,91,52,0,N/A,N/A
神奈川県,2020/4/13,4817,560,325,0.218678815,7,15,0.141230068,171,18,12,0,8.23255814,8.255172414
新潟県,2020/4/13,1670,42,12,0.021806854,0,0,0.015576324,3,2,2,0,4.333333333,5
富山県,2020/4/13,934,49,16,0.072519084,1,5,0.02480916,89,8,0,0,6.392857143,6.636363636
石川県,2020/4/13,737,121,76,0.21529745,1,8,0.135977337,34,0,0,0,6.5,6.239130435
福井県,2020/4/13,738,92,19,0.084615385,1,4,0.012820513,28,2,1,0,6.333333333,5.8
山梨県,2020/4/13,1205,36,18,0.045092838,1,1,0.018567639,48,0,0,0,4.818181818,4.2
長野県,2020/4/13,1106,36,14,0.063953488,0,7,0.01744186,38,2,1,0,7.933333333,7.2
岐阜県,2020/4/13,1477,119,36,0.125523013,0,7,0.039748954,41,0,0,0,5.676470588,5.928571429
静岡県,2020/4/13,1615,46,19,0.06601467,0,5,0.026894866,23,1,1,0,7.619047619,7.2
愛知県,2020/4/13,4608,336,94,0.090316574,3,5,0.040968343,154,9,4,0,4.755555556,7.023809524
三重県,2020/4/13,1002,17,8,0.016877637,0,0,0.012658228,8,4,3,0,6.25,6
滋賀県,2020/4/13,552,40,12,0.096330275,0,2,0.04587156,11,4,0,0,7.105263158,7.2
京都府,2020/4/13,2480,205,72,0.093994778,2,12,0.036553525,213,7,3,0,6.724637681,8.074074074
大阪府,2020/4/13,5086,835,508,0.235532407,20,24,0.177662037,99,36,22,0,7.210666667,7.34137931
兵庫県,2020/4/13,4403,384,186,0.139776358,5,9,0.093450479,153,11,4,0,7.348993289,7.813084112
奈良県,2020/4/13,784,44,19,0.07826087,3,3,0.056521739,33,2,2,0,9.117647059,8.923076923
和歌山県,2020/4/13,2119,39,12,0.023980815,0,0,0.007194245,27,2,0,0,3.5,5.333333333
鳥取県,2020/4/13,411,1,1,0.00617284,0,0,0.00617284,48,1,1,0,3,3
島根県,2020/4/13,442,8,1,0.029411765,0,1,0.003676471,78,2,0,0,13,21
岡山県,2020/4/13,688,15,8,0.020833333,0,0,0.015625,19,1,1,0,8.666666667,8.666666667
広島県,2020/4/13,2338,65,21,0.053905391,0,3,0.0110011,157,2,0,0,6.692307692,7.6
山口県,2020/4/13,703,24,6,0.045081967,0,1,0.012295082,71,0,0,0,2.166666667,2.333333333
徳島県,2020/4/13,253,3,0,0,0,0,0,8,1,1,0,N/A,N/A
香川県,2020/4/13,637,19,7,0.069672131,1,11,0.024590164,98,0,0,0,4.8,4.8
愛媛県,2020/4/13,653,37,15,0.069651741,0,7,0.019900498,22,0,0,0,5.8,6.75
高知県,2020/4/13,921,60,27,0.069970845,0,0,0.034985423,9,2,2,0,7.913043478,8.083333333
福岡県,2020/4/13,5213,373,174,0.079531692,6,11,0.041986274,144,16,10,0,6.63125,7.315789474
佐賀県,2020/4/13,410,13,7,0.028735632,0,0,0.017241379,5,1,1,0,5.5,7
長崎県,2020/4/13,1142,14,7,0.004545455,0,0,0.002272727,36,0,0,0,5,9
熊本県,2020/4/13,1944,28,12,0.016563147,1,1,0.01242236,67,0,0,0,3.857142857,4.6
大分県,2020/4/13,2213,43,9,0.028490028,1,1,0.008547009,41,1,1,0,3.714285714,5.666666667
宮崎県,2020/4/13,733,17,7,0.021428571,0,0,0.003571429,30,0,0,0,7.5,9
鹿児島県,2020/4/13,628,4,1,0.004672897,0,0,0,14,0,0,0,N/A,N/A
沖縄県,2020/4/13,856,72,52,0.15060241,5,7,0.111445783,40,4,3,0,6.12244898,6.540540541
北海道,2020/4/14,3297,290,167,0.113720643,10,18,0.058096415,40,27,15,0,7.802631579,7.488372093
青森県,2020/4/14,439,22,5,0.060240964,0,0,0.006024096,21,0,0,0,8.5,7
岩手県,2020/4/14,181,0,0,0,0,0,0,11,0,0,0,N/A,N/A
宮城県,2020/4/14,996,64,34,0.072072072,5,10,0.040540541,144,1,1,0,6.137931034,7.111111111
秋田県,2020/4/14,603,16,9,0.03125,1,1,0.01875,48,0,0,0,4.666666667,4.666666667
山形県,2020/4/14,1118,43,7,0.052747253,0,4,0.006593407,129,4,0,0,5.4,7.333333333
福島県,2020/4/14,786,39,16,0.040106952,1,1,0.010695187,80,1,1,0,6.571428571,7
茨城県,2020/4/14,2378,116,33,0.0624,3,6,0.0208,120,6,2,0,7.28,9.583333333
栃木県,2020/4/14,1177,37,18,0.049132948,1,1,0.026011561,56,1,0,0,6.176470588,7.333333333
群馬県,2020/4/14,1824,96,17,0.175853018,2,6,0.026246719,87,1,0,0,6.263157895,5.888888889
埼玉県,2020/4/14,3635,455,242,0.169784173,12,22,0.099280576,320,24,6,0,7.066371681,8.162962963
千葉県,2020/4/14,3676,506,246,0.194570136,14,16,0.138461538,118,18,7,0,7.834146341,7.933774834
東京都,2020/4/14,13495,2318,1421,0.216988417,100,161,0.144594595,741,98,61,0,N/A,N/A
神奈川県,2020/4/14,5007,580,341,0.221374046,16,20,0.145801527,190,17,7,0,8.330188679,8.310344828
新潟県,2020/4/14,1787,45,14,0.02266289,2,3,0.014164306,117,1,0,0,6.285714286,6.6
富山県,2020/4/14,980,55,18,0.080305927,2,6,0.028680688,46,4,0,0,6.387096774,7.692307692
石川県,2020/4/14,799,131,81,0.216802168,5,10,0.127371274,62,8,2,0,6.74,6.543478261
福井県,2020/4/14,765,92,19,0.067164179,0,0,0.012437811,27,3,1,0,6.583333333,5.8
山梨県,2020/4/14,1295,37,19,0.036764706,1,1,0.014705882,90,1,0,0,5.2,4.6
長野県,2020/4/14,1159,37,14,0.061170213,0,1,0.015957447,53,1,0,0,7.9375,7.2
岐阜県,2020/4/14,1517,127,44,0.127753304,8,8,0.050660793,40,1,1,0,5.451612903,5.846153846
静岡県,2020/4/14,1734,47,19,0.054704595,0,1,0.01750547,119,2,2,0,7.777777778,7.428571429
愛知県,2020/4/14,4808,346,99,0.074265976,5,10,0.033678756,200,13,4,0,4.810126582,7.189189189
三重県,2020/4/14,1039,19,8,0.023809524,0,2,0.011904762,37,2,0,0,7,6
滋賀県,2020/4/14,591,51,22,0.127962085,10,11,0.075829384,39,0,0,0,8.055555556,8.7
京都府,2020/4/14,2637,210,74,0.07656066,2,5,0.030624264,157,5,5,0,6.774193548,8.12
大阪府,2020/4/14,5393,894,543,0.234126984,35,59,0.171201814,307,23,10,0,7.20855615,7.341549296
兵庫県,2020/4/14,4640,403,194,0.132520944,8,19,0.083777609,237,8,5,0,7.472222222,8.121212121
奈良県,2020/4/14,830,47,20,0.0781893,1,3,0.057613169,46,3,0,0,8.5,8.714285714
和歌山県,2020/4/14,2197,40,12,0.020408163,0,1,0.002267574,78,2,0,0,2.4,6
鳥取県,2020/4/14,444,1,1,0.005291005,0,0,0.005291005,33,0,0,0,3,3
島根県,2020/4/14,502,10,2,0.031152648,1,2,0.00623053,60,0,0,0,13,21
岡山県,2020/4/14,722,16,9,0.021276596,1,1,0.021276596,34,0,0,0,8.25,8.25
広島県,2020/4/14,2649,90,22,0.063506261,1,25,0.007155635,311,0,0,0,5.870967742,7.625
山口県,2020/4/14,773,25,7,0.032258065,1,1,0.014336918,70,1,0,0,2.833333333,3
徳島県,2020/4/14,272,3,0,0,0,0,0,19,1,1,0,N/A,N/A
香川県,2020/4/14,721,20,8,0.058252427,1,1,0.022653722,84,1,0,0,4.333333333,4.333333333
愛媛県,2020/4/14,680,39,17,0.082051282,2,2,0.030769231,27,0,0,0,6.142857143,6.833333333
高知県,2020/4/14,996,60,27,0.060273973,0,0,0.030136986,75,1,1,0,7.80952381,8.181818182
福岡県,2020/4/14,5667,406,188,0.080827802,14,33,0.04099961,454,10,1,0,6.885542169,7.260416667
佐賀県,2020/4/14,442,15,8,0.02259887,1,2,0.011299435,32,0,0,0,5.5,6.5
長崎県,2020/4/14,1205,14,7,0.004950495,0,0,0.002475248,63,0,0,0,5,9
熊本県,2020/4/14,2056,31,13,0.017857143,1,3,0.011904762,112,2,2,0,4.833333333,5
大分県,2020/4/14,2245,45,9,0.029585799,0,2,0.00591716,32,1,0,0,3,6
宮崎県,2020/4/14,766,17,7,0.018656716,0,0,0.003731343,33,0,0,0,7.666666667,9
鹿児島県,2020/4/14,657,4,1,0.004807692,0,0,0,29,0,0,0,N/A,N/A
沖縄県,2020/4/14,937,76,55,0.116531165,3,4,0.081300813,81,4,2,0,6.142857143,6.433333333
北海道,2020/4/15,3479,313,178,0.115766262,11,23,0.055126792,182,25,13,0,7.413793103,7.488888889
青森県,2020/4/15,456,22,5,0.055555556,0,0,0.005555556,17,0,0,0,8.5,7
岩手県,2020/4/15,205,0,0,0,0,0,0,24,0,0,0,N/A,N/A
宮城県,2020/4/15,1109,65,35,0.061386139,1,1,0.033663366,113,0,0,0,6.107142857,7.117647059
秋田県,2020/4/15,666,16,9,0.024630542,0,0,0.014778325,63,0,0,0,4.666666667,4.666666667
山形県,2020/4/15,1276,49,8,0.049180328,1,6,0.005464481,158,0,0,0,5.76,7.333333333
福島県,2020/4/15,845,40,16,0.03030303,0,1,0.005509642,59,1,0,0,6.4,8.5
茨城県,2020/4/15,2486,119,35,0.0657277,2,3,0.023474178,108,2,0,0,7.321428571,9.428571429
栃木県,2020/4/15,1233,40,21,0.038674033,3,3,0.024861878,56,2,1,0,6.214285714,7.888888889
群馬県,2020/4/15,1901,106,18,0.180327869,1,10,0.025761124,77,1,0,0,6.35,6.1
埼玉県,2020/4/15,3836,516,277,0.183020181,35,61,0.102296451,201,17,9,0,7.396,8.440559441
千葉県,2020/4/15,3917,541,266,0.185430464,20,35,0.127483444,241,14,9,0,8.014218009,8.051948052
東京都,2020/4/15,14381,2444,1500,0.209350748,79,126,0.138746924,886,96,60,0,N/A,N/A
神奈川県,2020/4/15,5177,622,372,0.210526316,31,42,0.146897093,170,11,9,0,8.612745098,8.582191781
新潟県,2020/4/15,1874,46,15,0.016990291,1,1,0.009708738,87,3,1,0,7.833333333,9
富山県,2020/4/15,1102,61,21,0.080068143,3,6,0.028960818,122,6,2,0,6.722222222,8.133333333
石川県,2020/4/15,853,140,89,0.194225722,8,9,0.107611549,54,8,0,0,7.159090909,6.975
福井県,2020/4/15,865,100,23,0.057494867,4,8,0.018480493,100,1,0,0,6.434782609,6.714285714
山梨県,2020/4/15,1367,40,22,0.035629454,3,3,0.021377672,72,1,1,0,6.416666667,6.75
長野県,2020/4/15,1218,39,16,0.053050398,2,2,0.015915119,59,5,2,0,8.333333333,6.833333333
岐阜県,2020/4/15,1753,130,47,0.0848,3,3,0.04,236,2,1,0,5.482758621,5.571428571
静岡県,2020/4/15,1845,48,19,0.034552846,0,1,0.010162602,111,0,0,0,7.857142857,6.6
愛知県,2020/4/15,5008,358,104,0.066666667,5,12,0.031623932,200,15,4,0,4.626666667,6.885714286
三重県,2020/4/15,1092,20,9,0.02892562,1,1,0.016528926,53,0,0,0,7.571428571,7.25
滋賀県,2020/4/15,636,52,23,0.114537445,1,1,0.070484581,45,3,1,0,8.235294118,8.8
京都府,2020/4/15,2739,215,76,0.071343639,2,5,0.027348395,102,9,4,0,6.694915254,8.045454545
大阪府,2020/4/15,5772,968,596,0.234920635,53,74,0.17037037,379,20,10,0,7.380952381,7.534883721
兵庫県,2020/4/15,4851,423,205,0.130402385,11,20,0.079731744,211,14,7,0,7.952702703,8.680412371
奈良県,2020/4/15,877,53,24,0.089494163,4,6,0.062256809,47,1,0,0,8.545454545,8.875
和歌山県,2020/4/15,2239,42,13,0.022099448,1,2,0.005524862,42,2,2,0,8.5,7.5
鳥取県,2020/4/15,478,1,1,0.004651163,0,0,0.004651163,34,0,0,0,3,3
島根県,2020/4/15,565,13,2,0.034574468,0,3,0.005319149,63,1,0,0,7.5,21
岡山県,2020/4/15,748,16,9,0.010869565,0,0,0.010869565,26,1,1,0,8,8
広島県,2020/4/15,2906,113,23,0.070133964,1,23,0.00394011,257,4,1,0,5.862068966,6.8
山口県,2020/4/15,875,28,7,0.03038674,0,3,0.011049724,102,0,0,0,2.833333333,3
徳島県,2020/4/15,283,3,0,0,0,0,0,11,0,0,0,N/A,N/A
香川県,2020/4/15,833,21,8,0.045,0,1,0.015,112,0,0,0,4.833333333,4.4
愛媛県,2020/4/15,708,40,17,0.082872928,0,1,0.027624309,28,1,1,0,6,6.8
高知県,2020/4/15,1026,62,28,0.065527066,1,2,0.031339031,30,1,0,0,7.666666667,7.909090909
福岡県,2020/4/15,6110,436,204,0.086992204,16,30,0.042675421,443,11,2,0,6.834319527,7.305263158
佐賀県,2020/4/15,478,15,8,0.02259887,0,0,0.011299435,36,3,2,0,5.5,6.5
長崎県,2020/4/15,1258,15,8,0.004987531,1,1,0.002493766,53,0,0,0,3,5
熊本県,2020/4/15,2131,33,14,0.022357724,1,2,0.014227642,75,1,1,0,4.5,4.833333333
大分県,2020/4/15,2296,50,12,0.034482759,3,5,0.01532567,51,0,0,0,3.375,3.75
宮崎県,2020/4/15,802,17,7,0.003891051,0,0,0.003891051,36,0,0,0,9,9
鹿児島県,2020/4/15,699,4,1,0,0,0,0,42,1,1,0,N/A,N/A
沖縄県,2020/4/15,1024,86,62,0.1191067,7,10,0.081885856,87,5,4,0,6.272727273,6.5625
北海道,2020/4/16,3625,336,191,0.117647059,13,23,0.057754011,146,15,8,0,7.126436782,7.208333333
青森県,2020/4/16,481,22,5,0.04519774,0,0,0,25,0,0,0,N/A,N/A
岩手県,2020/4/16,212,0,0,0,0,0,0,7,0,0,0,N/A,N/A
宮城県,2020/4/16,1203,75,39,0.071823204,4,10,0.036832413,94,2,0,0,6.696969697,7.5
秋田県,2020/4/16,688,16,9,0.024509804,0,0,0.014705882,22,0,0,0,4.666666667,4.666666667
山形県,2020/4/16,1415,54,8,0.043269231,0,5,0.003205128,139,0,0,0,5.25,6.5
福島県,2020/4/16,924,49,22,0.041775457,6,9,0.020887728,79,2,1,0,6.2,6.5
茨城県,2020/4/16,2624,123,35,0.061561562,0,4,0.018018018,138,1,0,0,6.96,9.181818182
栃木県,2020/4/16,1338,42,21,0.026506024,0,2,0.014457831,105,1,1,0,5.363636364,7.166666667
群馬県,2020/4/16,1957,112,20,0.177130045,2,6,0.024663677,56,0,0,0,6.631578947,7.2
埼玉県,2020/4/16,4232,567,299,0.170642202,22,51,0.086238532,396,15,8,0,7.364341085,8.350364964
千葉県,2020/4/16,4235,599,291,0.172883788,25,58,0.109756098,318,8,4,0,8.409302326,8.37254902
東京都,2020/4/16,15647,2592,1602,0.186837993,102,148,0.12432714,1266,62,38,0,N/A,N/A
神奈川県,2020/4/16,5383,675,405,0.229264476,33,53,0.158841941,206,12,5,0,9.164444444,9.006289308
新潟県,2020/4/16,1910,47,16,0.015503876,1,1,0.012919897,36,0,0,0,8.5,8.2
富山県,2020/4/16,1224,69,23,0.081771721,2,8,0.023850085,122,5,2,0,7.0625,9.25
石川県,2020/4/16,940,146,92,0.181372549,3,6,0.093137255,87,1,1,0,7.068181818,7.162162162
福井県,2020/4/16,918,103,23,0.050880626,0,3,0.017612524,53,3,0,0,6.142857143,6.714285714
山梨県,2020/4/16,1435,43,24,0.037914692,2,3,0.023696682,68,1,0,0,7,7.555555556
長野県,2020/4/16,1271,45,17,0.063324538,1,6,0.015831135,53,0,0,0,8.5,6.833333333
岐阜県,2020/4/16,1931,135,47,0.067031464,0,5,0.031463748,178,0,0,0,5.761904762,5.166666667
静岡県,2020/4/16,1943,49,20,0.030188679,1,1,0.009433962,98,0,0,0,7.692307692,6
愛知県,2020/4/16,5175,372,112,0.059915612,8,14,0.028691983,167,9,3,0,4.073529412,6.125
三重県,2020/4/16,1145,26,12,0.041353383,3,6,0.018796992,53,0,0,0,8.454545455,9.4
滋賀県,2020/4/16,715,57,23,0.08988764,0,5,0.059925094,79,1,1,0,8.882352941,8.8
京都府,2020/4/16,2886,225,81,0.06833713,5,10,0.027334852,147,5,1,0,6.254237288,8.173913043
大阪府,2020/4/16,6172,1020,628,0.202202202,32,52,0.142642643,400,23,12,0,7.621546961,7.821292776
兵庫県,2020/4/16,5060,454,221,0.121986852,16,31,0.068663258,209,10,6,0,8.3,9
奈良県,2020/4/16,923,54,25,0.074074074,1,1,0.059259259,46,0,0,0,8.4,8.9375
和歌山県,2020/4/16,2263,43,13,0.02189781,0,1,0.00729927,24,2,1,0,8.5,7.5
鳥取県,2020/4/16,543,1,1,0.003759398,0,0,0.003759398,65,0,0,0,3,3
島根県,2020/4/16,606,14,2,0.031862745,0,1,0.00245098,41,0,0,0,2.5,N/A
岡山県,2020/4/16,775,17,10,0.011111111,1,1,0.011111111,27,0,0,0,6,6
広島県,2020/4/16,3050,118,25,0.071814672,2,5,0.004633205,144,1,1,0,6.032258065,7.666666667
山口県,2020/4/16,977,29,7,0.028571429,0,1,0.00952381,102,1,0,0,2.833333333,3
徳島県,2020/4/16,302,3,0,0,0,0,0,19,0,0,0,N/A,N/A
香川県,2020/4/16,967,22,8,0.038696538,0,1,0.012219959,134,0,0,0,4.833333333,4.4
愛媛県,2020/4/16,751,41,17,0.072815534,0,1,0.024271845,43,0,0,0,6,6.8
高知県,2020/4/16,1059,62,28,0.043478261,0,0,0.016722408,33,0,0,0,6.583333333,7.6
福岡県,2020/4/16,6432,462,215,0.09197397,11,26,0.044251627,322,7,5,0,7.064705882,7.244680851
佐賀県,2020/4/16,502,15,8,0.019354839,0,0,0.012903226,24,0,0,0,7,6.5
長崎県,2020/4/16,1314,16,9,0.007518797,1,1,0.005012531,56,0,0,0,5.333333333,7.5
熊本県,2020/4/16,2204,33,14,0.019569472,0,0,0.011741683,73,0,0,0,5.142857143,5.8
大分県,2020/4/16,2371,54,15,0.043189369,3,4,0.023255814,75,0,0,0,4.833333333,4.571428571
宮崎県,2020/4/16,841,17,7,0.00390625,0,0,0.00390625,39,0,0,0,9,9
鹿児島県,2020/4/16,732,4,1,0,0,0,0,33,0,0,0,N/A,N/A
沖縄県,2020/4/16,1125,94,63,0.120181406,1,8,0.074829932,101,0,0,0,6.408163265,6.53125
北海道,2020/4/17,3735,369,203,0.144605117,12,33,0.062291435,110,10,4,0,6.754901961,7.58
青森県,2020/4/17,499,22,5,0.03125,0,0,0,18,0,0,0,N/A,N/A
岩手県,2020/4/17,230,0,0,0,0,0,0,18,0,0,0,N/A,N/A
宮城県,2020/4/17,1260,79,39,0.075785582,0,4,0.033271719,57,0,0,0,6.617647059,7.444444444
秋田県,2020/4/17,694,16,9,0.014778325,0,0,0.004926108,6,0,0,0,3,3
山形県,2020/4/17,1517,58,8,0.039274924,0,4,0.003021148,102,1,0,0,5.28,6.5
福島県,2020/4/17,977,52,22,0.043126685,0,3,0.018867925,53,0,0,0,6.4,6.142857143
茨城県,2020/4/17,2694,131,36,0.061068702,1,8,0.010687023,70,3,0,0,7,11.33333333
栃木県,2020/4/17,1442,44,22,0.027459954,1,2,0.016018307,104,1,0,0,5.909090909,7.285714286
群馬県,2020/4/17,2034,114,20,0.149253731,0,2,0.012793177,77,2,2,0,7.133333333,8.6
埼玉県,2020/4/17,4368,593,315,0.162110617,16,26,0.083280356,136,13,7,0,7.861924686,8.674418605
千葉県,2020/4/17,4370,624,308,0.166666667,17,25,0.10658083,135,15,6,0,8.628019324,8.315436242
東京都,2020/4/17,16796,2793,1734,0.182061132,132,201,0.117421079,1149,64,28,2,N/A,N/A
神奈川県,2020/4/17,5460,709,431,0.234632035,26,34,0.159307359,77,8,6,0,9.339534884,9.22972973
新潟県,2020/4/17,2024,53,18,0.028846154,2,6,0.016826923,114,0,0,0,7,7.571428571
富山県,2020/4/17,1347,79,31,0.088923557,8,10,0.03276131,123,4,0,0,7.25,9.636363636
石川県,2020/4/17,1016,160,95,0.156682028,3,14,0.066820276,76,3,2,0,6.813953488,7.75
福井県,2020/4/17,955,104,24,0.044,1,1,0.02,37,0,0,0,6.526315789,6.875
山梨県,2020/4/17,1525,46,26,0.034858388,2,3,0.026143791,90,0,0,0,7.357142857,7.272727273
長野県,2020/4/17,1320,47,18,0.063444109,1,2,0.021148036,49,0,0,0,8.533333333,6.428571429
岐阜県,2020/4/17,2109,136,47,0.046987952,0,1,0.019277108,178,1,0,0,6,5
静岡県,2020/4/17,2039,50,21,0.024163569,1,1,0.00929368,96,1,1,0,8.5,6.6
愛知県,2020/4/17,5295,382,117,0.05826087,5,10,0.028695652,120,13,2,0,4.15625,6.129032258
三重県,2020/4/17,1221,32,13,0.05704698,1,6,0.020134228,76,0,0,0,7.3125,9.333333333
滋賀県,2020/4/17,832,68,28,0.098550725,5,11,0.057971014,117,3,0,0,8.958333333,9.142857143
京都府,2020/4/17,2972,235,89,0.069476082,8,10,0.033029613,86,5,0,0,6,7.321428571
大阪府,2020/4/17,6551,1076,661,0.18419777,33,56,0.120213282,379,19,5,0,7.876470588,8.125
兵庫県,2020/4/17,5280,481,235,0.119047619,14,27,0.061327561,220,8,2,0,8.173913043,8.743243243
奈良県,2020/4/17,969,56,26,0.066901408,1,2,0.049295775,46,1,0,0,8.666666667,9.357142857
和歌山県,2020/4/17,2299,44,13,0.02166065,0,1,0.007220217,36,2,1,0,7.6,7.5
鳥取県,2020/4/17,559,1,1,0,0,0,0,16,0,0,0,N/A,N/A
島根県,2020/4/17,650,15,3,0.022222222,1,1,0.004938272,44,1,0,0,1.666666667,N/A
